"","species","decimallongitude","decimallatitude","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","tmin1","tmin10","tmin11","tmin12","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9"
"18714","Ginkgo_biloba",-73.980103,40.748238,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18715","Ginkgo_biloba",-73.980881,40.75349,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18716","Ginkgo_biloba",-73.981293,40.755352,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18717","Ginkgo_biloba",-73.981834,40.73661,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18718","Ginkgo_biloba",-73.98217,40.736153,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18719","Ginkgo_biloba",-73.982895,40.74202,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18720","Ginkgo_biloba",-73.98333,40.725204,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18721","Ginkgo_biloba",-73.984436,40.73214,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18722","Ginkgo_biloba",-73.984802,40.728165,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18723","Ginkgo_biloba",-73.985626,40.735428,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18724","Ginkgo_biloba",-73.985657,40.722015,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18725","Ginkgo_biloba",-73.985725,40.746845,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18726","Ginkgo_biloba",-73.985809,40.72691,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18727","Ginkgo_biloba",-73.985962,40.736813,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18728","Ginkgo_biloba",-73.987206,40.7276,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18729","Ginkgo_biloba",-73.977303,40.746849,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18730","Ginkgo_biloba",-73.982178,40.735214,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18731","Ginkgo_biloba",-73.983673,40.728451,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18732","Ginkgo_biloba",-73.984245,40.732059,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18733","Ginkgo_biloba",-73.985756,40.739929,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18734","Ginkgo_biloba",-73.974785,40.750301,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18735","Ginkgo_biloba",-73.975021,40.747711,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18736","Ginkgo_biloba",-73.975655,40.748787,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18737","Ginkgo_biloba",-73.976173,40.748196,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18738","Ginkgo_biloba",-73.97718,40.747017,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18739","Ginkgo_biloba",-73.977371,40.643669,120,231,8,1146,108,79,10,308,257,301,257,86,25,8667,290,-41,331,105,8,-41,90,41,-11,-33,7,58,114,167,199,192,151
"18740","Ginkgo_biloba",-73.978409,40.749958,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18741","Ginkgo_biloba",-73.979492,40.742199,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18742","Ginkgo_biloba",-73.984901,40.723488,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18743","Ginkgo_biloba",-73.985413,40.721954,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18744","Ginkgo_biloba",-73.985611,40.73513,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18745","Ginkgo_biloba",-73.986328,40.737347,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18746","Ginkgo_biloba",-73.987282,40.727631,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18747","Ginkgo_biloba",-73.978134,40.64222,120,231,8,1146,108,79,10,308,257,301,257,86,25,8667,290,-41,331,105,8,-41,90,41,-11,-33,7,58,114,167,199,192,151
"18748","Ginkgo_biloba",-73.979111,40.743656,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18749","Ginkgo_biloba",-73.983116,40.734856,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18750","Ginkgo_biloba",-73.983246,40.738003,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18751","Ginkgo_biloba",-73.983643,40.727692,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18752","Ginkgo_biloba",-73.984413,40.728008,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18753","Ginkgo_biloba",-73.98468,40.736271,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18754","Ginkgo_biloba",-73.985863,40.743774,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18755","Ginkgo_biloba",-73.986137,40.763123,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18756","Ginkgo_biloba",-73.986748,40.733887,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18757","Ginkgo_biloba",-73.987511,40.727726,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18758","Ginkgo_biloba",-73.976379,40.643051,120,231,8,1146,108,79,10,308,257,301,257,86,25,8667,290,-41,331,105,8,-41,90,41,-11,-33,7,58,114,167,199,192,151
"18759","Ginkgo_biloba",-73.977699,40.749653,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18760","Ginkgo_biloba",-73.979553,40.7472,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18761","Ginkgo_biloba",-73.979698,40.743095,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18762","Ginkgo_biloba",-73.981735,40.736744,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18763","Ginkgo_biloba",-73.983467,40.725266,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18764","Ginkgo_biloba",-73.983475,40.741249,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18765","Ginkgo_biloba",-73.984207,40.723198,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18766","Ginkgo_biloba",-73.986198,40.763145,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18767","Ginkgo_biloba",-73.986938,40.727486,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18768","Ginkgo_biloba",-73.987053,40.727535,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18769","Ginkgo_biloba",-73.98732,40.727646,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18770","Ginkgo_biloba",-73.987534,40.727737,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18771","Ginkgo_biloba",-73.987602,40.737469,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18772","Ginkgo_biloba",-73.987808,40.740795,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18773","Ginkgo_biloba",-73.988045,40.732113,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18774","Ginkgo_biloba",-73.988464,40.761646,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18775","Ginkgo_biloba",-73.988724,40.730556,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18776","Ginkgo_biloba",-73.989021,40.74622,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18777","Ginkgo_biloba",-73.990562,40.746864,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18778","Ginkgo_biloba",-73.990692,40.726727,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18779","Ginkgo_biloba",-73.990974,40.761078,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18780","Ginkgo_biloba",-73.992043,40.761528,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18781","Ginkgo_biloba",-73.992828,40.733097,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18782","Ginkgo_biloba",-73.993202,40.743942,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18783","Ginkgo_biloba",-73.994057,40.74118,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18784","Ginkgo_biloba",-73.994347,40.76627,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18785","Ginkgo_biloba",-73.995316,40.733677,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18786","Ginkgo_biloba",-73.996063,40.733673,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18787","Ginkgo_biloba",-73.996307,40.733776,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18788","Ginkgo_biloba",-73.996391,40.73967,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18789","Ginkgo_biloba",-73.997047,40.742245,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18790","Ginkgo_biloba",-73.997063,40.733299,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18791","Ginkgo_biloba",-73.997154,40.733337,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18792","Ginkgo_biloba",-73.997543,40.744896,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18793","Ginkgo_biloba",-73.998482,40.735477,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18794","Ginkgo_biloba",-74.000214,40.733994,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18795","Ginkgo_biloba",-74.000816,40.738178,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18796","Ginkgo_biloba",-74.001183,40.738361,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18797","Ginkgo_biloba",-74.001411,40.732758,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18798","Ginkgo_biloba",-74.001534,40.732819,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18799","Ginkgo_biloba",-74.001762,40.746674,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18800","Ginkgo_biloba",-74.00206,40.738129,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18801","Ginkgo_biloba",-74.002533,40.745319,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18802","Ginkgo_biloba",-74.003349,40.7449,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18803","Ginkgo_biloba",-74.003571,40.734161,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18804","Ginkgo_biloba",-74.003784,40.737152,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18805","Ginkgo_biloba",-74.004822,40.735321,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18806","Ginkgo_biloba",-74.004936,40.735313,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18807","Ginkgo_biloba",-74.005409,40.739296,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18808","Ginkgo_biloba",-74.005577,40.733852,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18809","Ginkgo_biloba",-74.005775,40.73518,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18810","Ginkgo_biloba",-74.006645,40.736427,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18811","Ginkgo_biloba",-74.00692,40.73365,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18812","Ginkgo_biloba",-74.007866,40.733509,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18813","Ginkgo_biloba",-73.990166,40.7467,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18814","Ginkgo_biloba",-73.991203,40.761173,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18815","Ginkgo_biloba",-73.991318,40.761223,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18816","Ginkgo_biloba",-73.991486,40.761292,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18817","Ginkgo_biloba",-73.991821,40.761433,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18818","Ginkgo_biloba",-73.997444,40.76379,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18819","Ginkgo_biloba",-73.997452,40.733452,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18820","Ginkgo_biloba",-73.99778,40.733582,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18821","Ginkgo_biloba",-73.997826,40.762314,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18822","Ginkgo_biloba",-73.999039,40.73571,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18823","Ginkgo_biloba",-73.99958,40.731861,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18824","Ginkgo_biloba",-73.999657,40.745785,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18825","Ginkgo_biloba",-74.000969,40.73254,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18826","Ginkgo_biloba",-74.003891,40.739418,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18827","Ginkgo_biloba",-74.004189,40.736782,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18828","Ginkgo_biloba",-74.004433,40.733734,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18829","Ginkgo_biloba",-74.005074,40.73579,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18830","Ginkgo_biloba",-74.005196,40.735268,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18831","Ginkgo_biloba",-74.005775,40.733822,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18832","Ginkgo_biloba",-74.005875,40.733807,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18833","Ginkgo_biloba",-73.988525,40.761673,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18834","Ginkgo_biloba",-73.988777,40.730583,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18835","Ginkgo_biloba",-73.989037,40.760262,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18836","Ginkgo_biloba",-73.989258,40.726418,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18837","Ginkgo_biloba",-73.989655,40.760521,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18838","Ginkgo_biloba",-73.989754,40.725739,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18839","Ginkgo_biloba",-73.989876,40.760616,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18840","Ginkgo_biloba",-73.990143,40.738571,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18841","Ginkgo_biloba",-73.990578,40.762539,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18842","Ginkgo_biloba",-73.991707,40.761387,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18843","Ginkgo_biloba",-73.991791,40.764675,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18844","Ginkgo_biloba",-73.992157,40.761574,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18845","Ginkgo_biloba",-73.993126,40.736683,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18846","Ginkgo_biloba",-73.994331,40.732944,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18847","Ginkgo_biloba",-73.994682,40.742821,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18848","Ginkgo_biloba",-73.995499,40.733425,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18849","Ginkgo_biloba",-73.996063,40.732647,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18850","Ginkgo_biloba",-73.996902,40.743755,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18851","Ginkgo_biloba",-73.997101,40.734112,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18852","Ginkgo_biloba",-73.998352,40.741264,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18853","Ginkgo_biloba",-73.999596,40.758873,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"18854","Ginkgo_biloba",-73.999657,40.731895,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"18855","Ginkgo_biloba",-74.000725,40.747906,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18856","Ginkgo_biloba",-74.000847,40.732479,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18857","Ginkgo_biloba",-74.000908,40.73251,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18858","Ginkgo_biloba",-74.002907,40.744709,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18859","Ginkgo_biloba",-74.003487,40.738136,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"18860","Ginkgo_biloba",-74.003815,40.737305,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
